,raceId,driverId,pitStopNumber,pitStopLap,pitStopDuration,pitStopDurationInMilliseconds
1930,876,5,1,32,22.967,22967
1931,876,20,1,33,20.707,20707
1932,876,37,1,32,23.830,23830
1933,876,818,2,33,21.658,21658
1934,876,30,2,33,21.322,21322
1935,876,154,1,36,20.976,20976
1936,876,155,1,36,22.726,22726
1937,877,3,1,1,29.277,29277
1938,877,154,1,1,26.057,26057
1939,877,814,1,1,26.670,26670
1940,877,818,1,9,20.319,20319
1941,877,154,2,9,21.017,21017
1942,877,814,2,9,19.829,19829
1943,877,20,1,13,24.962,24962
1944,877,155,1,25,19.529,19529
1945,877,13,1,26,19.585,19585
1946,877,817,1,26,20.122,20122
1947,877,819,1,26,21.941,21941
1948,877,30,1,27,19.701,19701
1949,877,10,1,27,19.884,19884
1950,877,808,1,27,20.769,20769
1951,877,4,1,28,19.368,19368
1952,877,5,1,28,23.032,23032
1953,877,37,1,28,22.272,22272
1954,877,18,1,29,19.455,19455
1955,877,813,1,29,20.723,20723
1956,877,815,1,30,19.486,19486
1957,877,17,1,30,19.066,19066
1958,877,8,1,31,20.278,20278
1959,877,811,1,32,22.587,22587
1960,877,818,2,33,19.885,19885
1961,877,20,2,37,19.918,19918
1962,877,815,2,38,33.431,33431
1963,877,817,2,38,21.231,21231
1964,877,814,3,39,20.265,20265
1965,877,30,2,41,21.270,21270
1966,877,815,3,44,26.858,26858
1967,878,154,1,9,21.190,21190
1968,878,155,1,13,24.079,24079
1969,878,30,1,14,22.263,22263
1970,878,807,1,17,22.099,22099
1971,878,1,1,20,20.814,20814
1972,878,4,1,20,24.439,24439
1973,878,811,1,20,22.143,22143
1974,878,20,1,21,20.904,20904
1975,878,814,1,21,22.498,22498
1976,878,813,1,21,22.342,22342
1977,878,5,1,21,22.713,22713
1978,878,10,1,21,23.092,23092
1979,878,815,1,22,22.079,22079
1980,878,808,1,23,22.762,22762
1981,878,8,1,24,24.840,24840
1982,878,37,1,24,24.798,24798
1983,878,39,1,25,24.497,24497
1984,878,13,1,26,21.520,21520
1985,878,819,1,26,22.379,22379
1986,878,817,1,30,22.651,22651
1987,878,814,2,30,22.444,22444
1988,878,3,1,34,21.346,21346
1989,878,18,1,35,21.445,21445
1990,878,30,2,39,21.297,21297
1991,879,8,1,5,21.541,21541
1992,879,30,1,5,25.980,25980
1993,879,155,1,8,27.266,27266
1994,879,30,2,8,22.486,22486
1995,879,3,1,9,23.018,23018
1996,879,817,1,9,22.838,22838
1997,879,17,1,9,23.127,23127
1998,879,1,1,10,24.410,24410
1999,879,4,1,10,22.472,22472
2000,879,20,1,10,20.997,20997
2001,879,814,1,10,28.336,28336
2002,879,39,1,13,27.113,27113
2003,879,819,1,13,24.427,24427
2004,879,10,1,14,23.251,23251
2005,879,808,1,14,23.031,23031
2006,879,37,1,14,25.787,25787
2007,879,13,1,15,22.596,22596
2008,879,818,1,15,22.362,22362
2009,879,5,1,15,23.429,23429
2010,879,30,3,17,22.243,22243
2011,879,1,2,18,21.606,21606
2012,879,4,2,18,23.000,23000
2013,879,155,2,18,24.254,24254
2014,879,3,2,18,21.806,21806
2015,879,814,2,18,21.364,21364
2016,879,20,2,19,22.016,22016
2017,879,17,2,19,21.232,21232
2018,879,817,2,19,21.182,21182
2019,879,8,2,19,22.731,22731
2020,879,13,2,19,21.680,21680
2021,879,10,2,19,21.442,21442
2022,879,808,2,19,27.452,27452
2023,879,5,2,19,38.291,38291
2024,879,37,2,19,26.573,26573
2025,879,818,2,20,21.302,21302
2026,879,819,2,20,22.746,22746
2027,879,39,2,20,26.739,26739
2028,879,3,3,20,24.262,24262
2029,879,807,1,23,21.347,21347
2030,879,18,1,23,21.550,21550
2031,879,818,3,29,25.976,25976
2032,879,10,3,31,23.544,23544
2033,879,5,3,37,22.721,22721
2034,879,3,4,50,31.768,31768
2035,879,37,3,50,25.375,25375
2036,879,817,3,51,21.444,21444
2037,879,39,3,51,23.625,23625
2038,879,20,3,52,21.256,21256
2039,879,8,3,53,32.309,32309
2040,879,155,3,54,32.823,32823
2041,879,30,4,54,21.827,21827
2042,879,20,4,54,28.932,28932
2043,879,808,3,54,22.702,22702
2044,879,13,3,55,22.427,22427
2045,879,17,3,55,21.006,21006
2046,879,819,3,55,23.082,23082
2047,879,4,3,56,21.862,21862
2048,879,818,4,56,22.061,22061
2049,879,37,4,55,24.510,24510
2050,879,817,4,56,22.923,22923
2051,879,18,2,57,21.456,21456
2052,879,39,4,55,27.480,27480
2053,879,807,2,57,22.250,22250
2054,879,5,4,56,23.002,23002
2055,879,10,4,56,24.816,24816
2056,879,814,3,57,22.389,22389
2057,879,807,3,58,14.128,14128
2058,879,5,5,59,21.849,21849
2059,879,817,5,61,21.973,21973
2060,880,18,1,4,22.282,22282
2061,880,17,1,5,24.240,24240
2062,880,154,1,5,22.239,22239
2063,880,821,1,5,22.316,22316
2064,880,822,1,6,23.528,23528
2065,880,820,1,6,36.564,36564
2066,880,20,1,7,21.807,21807
2067,880,823,1,7,24.104,24104
2068,880,13,1,8,21.754,21754
2069,880,814,1,8,23.010,23010
2070,880,819,1,8,23.394,23394
2071,880,4,1,9,21.792,21792
2072,880,8,1,9,22.709,22709
2073,880,818,1,9,23.074,23074
2074,880,824,1,9,23.371,23371
2075,880,813,1,10,23.099,23099
2076,880,1,1,13,22.155,22155
2077,880,3,1,14,22.274,22274
2078,880,817,1,15,23.435,23435
2079,880,815,1,16,23.677,23677
2080,880,823,2,16,23.834,23834
2081,880,17,2,18,21.717,21717
2082,880,154,2,19,22.133,22133
2083,880,820,2,19,30.838,30838
2084,880,4,2,20,21.606,21606
2085,880,18,2,20,23.571,23571
2086,880,16,1,21,22.693,22693
2087,880,20,2,21,22.704,22704
2088,880,13,2,23,21.511,21511
2089,880,815,2,23,22.004,22004
2090,880,818,2,24,24.688,24688
2091,880,822,2,24,23.215,23215
2092,880,821,2,27,22.315,22315
2093,880,824,2,27,23.387,23387
2094,880,817,2,30,24.177,24177
2095,880,1,2,31,22.015,22015
2096,880,814,2,33,23.051,23051
2097,880,8,2,34,22.181,22181
2098,880,819,2,33,23.509,23509
2099,880,823,3,34,23.917,23917
2100,880,820,3,34,22.948,22948
2101,880,13,3,36,21.509,21509
2102,880,20,3,37,21.596,21596
2103,880,18,3,37,21.538,21538
2104,880,154,3,37,22.534,22534
2105,880,17,3,38,21.515,21515
2106,880,4,3,39,21.704,21704
2107,880,822,3,40,24.060,24060
2108,880,815,3,41,21.705,21705
2109,880,1,3,42,21.778,21778
2110,880,818,3,44,23.160,23160
2111,880,16,2,46,22.749,22749
2112,880,824,3,50,22.669,22669
2113,881,20,1,5,21.135,21135
2114,881,13,1,5,22.403,22403
2115,881,16,1,6,37.833,37833
2116,881,817,1,6,22.416,22416
2117,881,8,1,6,25.905,25905
2118,881,814,1,6,43.713,43713
2119,881,813,1,6,24.737,24737
2120,881,823,1,6,23.252,23252
2121,881,824,1,6,26.546,26546
2122,881,822,1,6,24.960,24960
2123,881,820,1,6,30.365,30365
2124,881,17,1,7,21.010,21010
2125,881,1,1,7,24.933,24933
2126,881,18,1,7,22.448,22448
2127,881,807,1,7,22.996,22996
2128,881,815,1,7,21.583,21583
2129,881,154,1,7,22.105,22105
2130,881,821,1,7,24.397,24397
2131,881,818,1,7,49.216,49216
2132,881,819,1,7,44.428,44428
2133,881,3,1,8,22.028,22028
2134,881,813,2,13,32.561,32561
2135,881,824,2,17,23.755,23755
2136,881,823,2,18,22.706,22706
2137,881,17,2,19,20.736,20736
2138,881,817,2,19,22.388,22388
2139,881,820,2,19,22.668,22668
2140,881,13,2,20,21.635,21635
2141,881,154,2,20,21.812,21812
2142,881,819,2,20,25.015,25015
2143,881,1,2,21,21.465,21465
2144,881,18,2,21,21.028,21028
2145,881,807,2,21,21.699,21699
2146,881,8,2,21,22.677,22677
2147,881,20,2,22,21.339,21339
2148,881,3,2,22,21.079,21079
2149,881,815,2,22,20.894,20894
2150,881,821,2,22,22.575,22575
2151,881,822,2,22,28.045,28045
2152,881,818,2,26,21.638,21638
2153,881,823,3,28,25.118,25118
2154,881,824,3,29,22.017,22017
2155,881,1,3,30,21.549,21549
2156,881,17,3,31,20.883,20883
2157,881,3,3,31,22.114,22114
2158,881,20,3,32,21.482,21482
2159,881,820,3,31,22.115,22115
2160,881,813,3,32,22.703,22703
2161,881,819,3,32,23.373,23373
2162,881,13,3,33,21.561,21561
2163,881,815,3,33,21.338,21338
2164,881,817,3,33,22.008,22008
2165,881,807,3,34,22.629,22629
2166,881,8,3,34,21.903,21903
2167,881,154,3,35,22.385,22385
2168,881,821,3,36,22.394,22394
2169,881,822,3,40,22.937,22937
2170,881,1,4,41,21.271,21271
2171,881,20,4,42,20.757,20757
2172,881,3,4,42,21.202,21202
2173,881,820,4,41,22.271,22271
2174,881,17,4,43,20.767,20767
2175,881,823,4,42,22.744,22744
2176,881,818,3,43,21.702,21702
2177,881,824,4,43,22.335,22335
2178,881,807,4,44,23.198,23198
2179,881,819,4,43,23.844,23844
2180,881,13,4,47,20.970,20970
2181,881,821,4,51,22.542,22542
2182,881,815,4,54,21.366,21366
2183,882,17,1,1,21.287,21287
2184,882,817,1,4,24.946,24946
2185,882,1,1,5,20.379,20379
2186,882,3,1,5,22.299,22299
2187,882,819,1,5,21.265,21265
2188,882,4,1,6,19.719,19719
2189,882,8,1,6,20.753,20753
2190,882,824,1,6,21.097,21097
2191,882,823,1,6,20.905,20905
2192,882,13,1,7,20.753,20753
2193,882,154,1,7,20.083,20083
2194,882,813,1,7,20.794,20794
2195,882,820,1,7,21.063,21063
2196,882,807,1,14,22.838,22838
2197,882,20,1,14,19.323,19323
2198,882,814,1,14,20.598,20598
2199,882,17,2,15,26.956,26956
2200,882,818,1,15,20.977,20977
2201,882,822,1,16,21.614,21614
2202,882,824,2,16,24.834,24834
2203,882,819,2,17,22.183,22183
2204,882,13,2,19,20.027,20027
2205,882,3,2,19,19.894,19894
2206,882,3,3,20,22.727,22727
2207,882,823,2,20,20.743,20743
2208,882,1,2,21,20.584,20584
2209,882,8,2,21,20.759,20759
2210,882,820,2,21,25.091,25091
2211,882,4,2,23,20.521,20521
2212,882,18,1,23,19.898,19898
2213,882,154,2,23,20.286,20286
2214,882,817,2,23,20.303,20303
2215,882,813,2,23,21.517,21517
2216,882,815,1,24,19.969,19969
2217,882,807,2,29,20.327,20327
2218,882,20,2,31,20.084,20084
2219,882,815,2,31,20.253,20253
2220,882,814,2,32,20.320,20320
2221,882,824,3,32,20.625,20625
2222,882,819,3,33,21.294,21294
2223,882,820,3,33,25.151,25151
2224,882,8,3,34,20.464,20464
2225,882,822,2,34,22.217,22217
2226,882,807,3,36,19.957,19957
2227,882,13,3,36,19.449,19449
2228,882,1,3,37,19.600,19600
2229,882,154,3,37,20.109,20109
2230,882,818,2,37,20.235,20235
2231,882,823,3,37,21.067,21067
2232,882,817,3,38,20.362,20362
2233,882,813,3,39,20.982,20982
2234,882,4,3,41,21.012,21012
2235,882,818,3,43,20.716,20716
2236,882,18,2,49,19.862,19862
2237,882,20,3,51,20.191,20191
2238,882,822,3,51,21.490,21490
2239,882,814,3,53,19.831,19831
2240,883,821,1,1,28.102,28102
2241,883,16,1,1,26.495,26495
2242,883,823,1,2,28.344,28344
2243,883,818,1,2,41.485,41485
2244,883,4,1,7,23.055,23055
2245,883,17,1,8,21.798,21798
2246,883,154,1,8,24.605,24605
2247,883,4,2,8,21.436,21436
2248,883,3,1,9,22.237,22237
2249,883,18,1,9,23.093,23093
2250,883,817,1,9,22.529,22529
2251,883,824,1,9,24.325,24325
2252,883,20,1,10,21.660,21660
2253,883,13,1,10,21.665,21665
2254,883,815,1,10,21.471,21471
2255,883,1,1,10,22.072,22072
2256,883,813,1,10,23.173,23173
2257,883,820,1,10,22.745,22745
2258,883,819,1,11,22.912,22912
2259,883,807,1,12,21.656,21656
2260,883,822,1,13,22.729,22729
2261,883,814,1,14,22.009,22009
2262,883,823,2,14,22.950,22950
2263,883,8,1,16,22.715,22715
2264,883,821,2,16,21.997,21997
2265,883,13,2,17,21.722,21722
2266,883,16,2,18,22.199,22199
2267,883,3,2,20,21.331,21331
2268,883,815,2,20,21.161,21161
2269,883,17,2,21,21.221,21221
2270,883,18,2,21,21.894,21894
2271,883,1,2,22,21.444,21444
2272,883,824,2,22,23.455,23455
2273,883,813,2,23,22.220,22220
2274,883,819,2,23,22.576,22576
2275,883,820,2,23,24.141,24141
2276,883,4,3,24,21.123,21123
2277,883,20,2,25,21.290,21290
2278,883,823,3,24,22.252,22252
2279,883,817,2,25,22.028,22028
2280,883,807,2,26,22.400,22400
2281,883,154,2,27,21.608,21608
2282,883,13,3,28,21.569,21569
2283,883,822,2,29,28.408,28408
2284,883,3,3,33,21.183,21183
2285,883,821,3,33,22.438,22438
2286,883,8,2,34,21.723,21723
2287,883,18,3,34,21.696,21696
2288,883,819,3,35,23.263,23263
2289,883,814,2,36,22.475,22475
2290,883,13,4,36,27.757,27757
2291,883,824,3,36,22.817,22817
2292,883,17,3,37,21.031,21031
2293,883,820,3,37,26.004,26004
2294,883,1,3,38,21.600,21600
2295,883,815,3,39,21.319,21319
2296,883,4,4,39,21.189,21189
2297,883,813,3,39,22.066,22066
2298,883,823,4,39,22.380,22380
2299,883,807,3,41,22.814,22814
2300,883,817,3,41,22.623,22623
2301,883,20,3,42,21.906,21906
2302,883,154,3,42,21.556,21556
2303,883,16,3,42,22.346,22346
2304,883,821,4,43,22.246,22246
2305,883,3,4,44,21.267,21267
2306,883,18,4,46,21.230,21230
2307,883,820,4,46,22.552,22552
2308,883,822,3,47,23.837,23837
2309,883,823,5,47,23.375,23375
2310,883,824,4,48,23.803,23803
2311,884,824,1,2,29.994,29994
2312,884,17,1,7,19.668,19668
2313,884,13,1,8,19.490,19490
2314,884,807,1,8,19.993,19993
2315,884,813,1,8,20.205,20205
2316,884,819,1,8,20.734,20734
2317,884,4,1,9,18.909,18909
2318,884,1,1,9,22.018,22018
2319,884,814,1,9,20.615,20615
2320,884,818,1,9,19.772,19772
2321,884,823,1,9,21.686,21686
2322,884,822,1,9,21.171,21171
2323,884,3,1,10,19.414,19414
2324,884,20,1,10,18.606,18606
2325,884,8,1,10,19.978,19978
2326,884,815,1,10,19.250,19250
2327,884,817,1,10,19.795,19795
2328,884,18,1,11,18.810,18810
2329,884,821,1,13,22.144,22144
2330,884,813,2,13,13.266,13266
2331,884,820,1,15,25.294,25294
2332,884,824,2,16,20.656,20656
2333,884,814,2,19,19.792,19792
2334,884,13,2,20,19.373,19373
2335,884,17,2,20,19.151,19151
2336,884,818,2,20,20.671,20671
2337,884,813,3,20,23.139,23139
2338,884,823,2,20,22.029,22029
2339,884,4,2,21,19.952,19952
2340,884,807,2,21,19.402,19402
2341,884,16,2,22,20.306,20306
2342,884,815,2,23,20.578,20578
2343,884,819,2,23,20.870,20870
2344,884,20,2,24,18.708,18708
2345,884,817,2,24,20.100,20100
2346,884,1,2,25,20.132,20132
2347,884,822,2,25,20.533,20533
2348,884,8,2,26,19.743,19743
2349,884,3,2,27,20.032,20032
2350,884,821,2,28,19.988,19988
2351,884,18,2,28,19.196,19196
2352,884,824,3,29,19.904,19904
2353,884,820,2,30,21.582,21582
2354,884,807,3,34,22.324,22324
2355,884,818,3,34,25.362,25362
2356,884,807,4,35,24.001,24001
2357,884,813,4,35,20.800,20800
2358,884,4,3,36,19.519,19519
2359,884,13,3,36,19.326,19326
2360,884,17,3,36,19.170,19170
2361,884,1,3,36,19.700,19700
2362,884,16,3,36,19.591,19591
2363,884,818,4,37,29.740,29740
2364,884,814,3,38,19.822,19822
2365,884,815,3,38,19.866,19866
2366,884,807,5,38,28.971,28971
2367,884,20,3,39,19.551,19551
2368,884,817,3,39,19.498,19498
2369,884,819,3,41,21.202,21202
2370,884,821,3,42,20.082,20082
2371,884,822,3,43,19.908,19908
2372,884,8,3,45,20.184,20184
2373,884,18,3,46,19.290,19290
2374,884,824,4,46,19.830,19830
2375,884,3,3,47,19.352,19352
2376,884,820,3,47,21.340,21340
2377,884,4,4,49,18.471,18471
2378,884,16,4,49,22.931,22931
2379,884,17,4,50,18.931,18931
2380,884,815,4,50,19.993,19993
2381,884,1,4,50,19.457,19457
2382,884,13,4,51,19.001,19001
2383,884,20,4,51,18.694,18694
2384,884,817,4,51,19.857,19857
2385,884,814,4,53,19.481,19481
2386,884,813,5,53,19.723,19723
2387,884,807,6,53,20.314,20314
2388,884,821,4,54,19.324,19324
2389,885,813,1,1,40.507,40507
2390,885,823,1,1,35.100,35100
2391,885,814,1,9,25.643,25643
2392,885,817,1,22,25.225,25225
2393,885,824,1,22,25.098,25098
2394,885,820,1,23,25.337,25337
2395,885,823,2,24,25.676,25676
2396,885,17,1,25,24.316,24316
2397,885,8,1,26,24.420,24420
2398,885,18,1,26,24.585,24585
2399,885,13,1,26,25.331,25331
2400,885,807,1,27,24.974,24974
2401,885,4,1,28,24.489,24489
2402,885,821,1,28,25.364,25364
2403,885,815,1,29,24.672,24672
2404,885,818,1,29,24.827,24827
2405,885,20,1,30,24.375,24375
2406,885,16,1,30,25.274,25274
2407,885,822,1,30,29.063,29063
2408,885,154,1,30,24.565,24565
2409,885,813,2,30,26.146,26146
2410,885,3,1,31,25.200,25200
2411,885,1,1,31,24.801,24801
2412,885,824,2,35,25.215,25215
2413,885,823,3,35,25.862,25862
2414,885,820,2,48,19.553,19553
2415,885,154,2,62,39.980,39980
2416,885,821,2,63,25.926,25926
2417,885,820,3,63,26.198,26198
2418,885,8,2,70,25.125,25125
2419,881,814,2,20,2:03.124,123124
2420,881,16,2,22,1:29.401,89401
2421,881,18,3,35,1:44.833,104833
2422,884,16,1,8,1:14.026,74026
2423,886,823,1,8,22.323,22323
2424,886,16,1,9,22.789,22789
2425,886,819,1,11,22.184,22184
2426,886,817,1,12,21.223,21223
2427,886,807,1,12,21.623,21623
2428,886,813,1,12,24.557,24557
2429,886,17,1,13,20.716,20716
2430,886,818,1,13,21.900,21900
2431,886,815,1,13,20.427,20427
2432,886,3,1,14,21.125,21125
2433,886,822,1,14,22.242,22242
2434,886,20,1,16,20.835,20835
2435,886,4,1,16,20.512,20512
2436,886,13,1,17,20.473,20473
2437,886,813,2,17,14.446,14446
2438,886,1,1,19,20.879,20879
2439,886,821,1,21,22.017,22017
2440,886,8,1,22,25.182,25182
2441,886,18,1,27,20.212,20212
2442,886,3,2,31,20.832,20832
2443,886,823,2,32,22.039,22039
2444,886,819,2,36,22.033,22033
2445,886,16,2,37,21.000,21000
2446,886,807,2,38,21.014,21014
2447,886,820,1,38,21.374,21374
2448,886,817,2,39,21.315,21315
2449,886,823,3,38,29.056,29056
2450,886,822,2,40,24.418,24418
2451,886,13,2,41,20.372,20372
2452,886,824,1,41,21.378,21378
2453,886,823,4,40,24.510,24510
2454,886,154,1,42,20.859,20859
2455,886,815,2,43,20.805,20805
2456,886,17,2,46,22.709,22709
2457,886,4,2,47,20.636,20636
2458,886,1,2,48,20.656,20656
2459,886,20,2,49,20.898,20898
2460,886,813,3,49,21.637,21637
2461,886,154,2,53,21.574,21574
2462,886,814,1,56,21.066,21066
2463,886,3,3,57,21.459,21459
2464,886,818,2,57,20.739,20739
2465,886,16,3,61,14.489,14489
2466,886,821,2,63,21.524,21524
2467,887,1,1,8,29.026,29026
2468,887,154,1,9,24.725,24725
2469,887,814,1,9,25.004,25004
2470,887,4,1,10,24.572,24572
2471,887,17,1,10,31.448,31448
2472,887,821,1,10,25.330,25330
2473,887,823,1,10,26.515,26515
2474,887,13,1,10,35.210,35210
2475,887,8,1,11,24.992,24992
2476,887,817,1,11,29.446,29446
2477,887,18,1,11,24.745,24745
2478,887,824,1,11,25.729,25729
2479,887,3,1,12,24.990,24990
2480,887,16,1,12,24.807,24807
2481,887,807,1,12,29.684,29684
2482,887,820,1,12,26.031,26031
2483,887,20,1,13,24.159,24159
2484,887,815,1,13,24.596,24596
2485,887,818,1,14,29.418,29418
2486,887,813,1,15,25.244,25244
2487,887,822,1,15,30.231,30231
2488,887,819,1,15,26.191,26191
2489,887,13,2,16,24.680,24680
2490,887,807,2,25,26.256,26256
2491,887,818,2,25,26.317,26317
2492,887,821,2,27,26.040,26040
2493,887,823,2,28,25.814,25814
2494,887,8,2,29,24.428,24428
2495,887,821,3,29,31.937,31937
2496,887,4,2,30,24.789,24789
2497,887,154,2,30,24.751,24751
2498,887,17,2,31,24.781,24781
2499,887,817,2,32,26.229,26229
2500,887,18,2,32,24.357,24357
2501,887,820,2,32,25.701,25701
2502,887,16,2,33,25.158,25158
2503,887,815,2,33,25.028,25028
2504,887,814,2,33,25.099,25099
2505,887,824,2,33,25.927,25927
2506,887,3,2,34,24.893,24893
2507,887,819,2,34,26.371,26371
2508,887,20,2,35,24.092,24092
2509,887,1,2,36,24.635,24635
2510,887,13,3,36,24.400,24400
2511,887,813,2,37,25.275,25275
2512,887,807,3,37,24.863,24863
2513,887,822,2,38,31.851,31851
2514,887,821,4,40,25.087,25087
2515,887,823,3,40,26.391,26391
2516,887,4,3,41,25.018,25018
2517,887,3,3,42,25.436,25436
2518,887,17,3,42,24.473,24473
2519,887,154,3,42,25.911,25911
2520,887,814,3,42,33.401,33401
2521,887,13,4,42,24.872,24872
2522,888,814,1,4,20.547,20547
2523,888,818,1,4,23.147,23147
2524,888,819,1,4,22.699,22699
2525,888,817,1,5,19.846,19846
2526,888,16,1,5,19.910,19910
2527,888,823,1,5,21.900,21900
2528,888,824,1,5,20.840,20840
2529,888,1,1,6,19.487,19487
2530,888,821,1,6,19.816,19816
2531,888,20,1,7,18.979,18979
2532,888,815,1,7,20.432,20432
2533,888,17,1,8,2:42.042,162042
2534,888,8,1,8,19.378,19378
2535,888,820,1,8,21.021,21021
2536,888,4,1,12,20.199,20199
2537,888,154,1,13,20.273,20273
2538,888,3,1,16,19.690,19690
2539,888,807,1,17,21.226,21226
2540,888,817,2,18,19.952,19952
2541,888,824,2,18,20.371,20371
2542,888,823,2,19,20.974,20974
2543,888,820,2,20,19.953,19953
2544,888,18,1,21,20.812,20812
2545,888,813,1,21,20.331,20331
2546,888,1,2,22,19.321,19321
2547,888,822,1,22,33.796,33796
2548,888,821,2,22,19.869,19869
2549,888,20,2,24,20.039,20039
2550,888,154,2,24,20.007,20007
2551,888,8,2,24,20.528,20528
2552,888,4,2,24,19.539,19539
2553,888,815,2,24,20.433,20433
2554,888,16,2,24,20.204,20204
2555,888,814,2,24,21.483,21483
2556,888,3,2,24,22.207,22207
2557,888,17,2,23,19.991,19991
2558,888,819,2,24,21.388,21388
2559,888,820,3,26,20.272,20272
2560,888,819,3,34,22.986,22986
2561,888,807,2,37,20.364,20364
2562,888,820,4,37,21.433,21433
2563,888,17,3,38,19.921,19921
2564,888,823,3,38,20.545,20545
2565,888,154,3,40,19.591,19591
2566,888,817,3,40,20.196,20196
2567,888,20,3,41,19.118,19118
2568,888,821,3,41,21.160,21160
2569,888,16,3,43,21.799,21799
2570,888,1,3,45,19.316,19316
2571,888,18,2,47,19.692,19692
2572,888,3,3,48,19.684,19684
2573,888,8,3,49,19.390,19390
2574,888,4,3,49,19.476,19476
2575,888,807,3,49,20.557,20557
2576,888,813,2,50,36.196,36196
2577,888,822,2,54,45.695,45695
2578,890,818,1,8,22.745,22745
2579,890,823,1,8,23.200,23200
2580,890,1,1,9,21.840,21840
2581,890,813,1,9,22.103,22103
2582,890,814,1,9,22.754,22754
2583,890,817,1,10,24.033,24033
2584,890,3,1,10,22.015,22015
2585,890,822,1,10,22.023,22023
2586,890,20,1,11,21.343,21343
2587,890,13,1,11,23.012,23012
2588,890,807,1,11,22.303,22303
2589,890,4,1,12,21.599,21599
2590,890,154,1,13,22.054,22054
2591,890,8,1,13,22.161,22161
2592,890,819,1,13,22.465,22465
2593,890,824,1,20,22.159,22159
2594,890,820,1,21,22.323,22323
2595,890,17,1,23,21.762,21762
2596,890,815,1,23,22.323,22323
2597,890,821,1,23,22.425,22425
2598,890,18,1,24,22.107,22107
2599,890,154,2,25,22.267,22267
2600,890,814,2,26,22.723,22723
2601,890,823,2,27,22.831,22831
2602,890,813,2,28,21.880,21880
2603,890,3,2,29,22.628,22628
2604,890,818,2,30,22.282,22282
2605,890,1,2,31,21.454,21454
2606,890,13,2,31,21.753,21753
2607,890,822,2,33,22.612,22612
2608,890,20,2,34,21.863,21863
2609,890,4,2,34,22.249,22249
2610,890,824,2,33,22.221,22221
2611,890,807,2,35,22.606,22606
2612,890,820,2,34,22.301,22301
2613,890,154,3,37,16.453,16453
2614,890,18,2,37,22.496,22496
2615,890,815,2,38,22.722,22722
2616,890,817,2,38,21.996,21996
2617,890,819,2,38,22.450,22450
2618,890,807,3,40,16.512,16512
2619,890,8,2,42,21.643,21643
2620,890,17,2,43,22.349,22349
2621,890,823,3,44,22.384,22384
2622,890,154,4,47,22.451,22451
2623,890,824,3,46,23.030,23030
2624,890,4,3,48,21.753,21753
2625,890,13,3,48,21.612,21612
2626,890,3,3,48,21.854,21854
2627,890,814,3,48,23.027,23027
2628,890,1,3,50,22.136,22136
2629,890,818,3,50,23.756,23756
2630,890,813,3,51,24.796,24796
2631,890,820,3,50,23.257,23257
2632,890,20,3,55,21.666,21666
2633,890,17,3,59,22.022,22022
2634,891,807,1,9,24.219,24219
2635,891,13,1,9,22.872,22872
2636,891,814,1,10,23.475,23475
2637,891,818,1,10,24.070,24070
2638,891,1,1,11,23.397,23397
2639,891,16,1,11,23.327,23327
2640,891,813,1,11,27.059,27059
2641,891,3,1,12,22.893,22893
2642,891,4,1,13,22.631,22631
2643,891,17,1,13,23.004,23004
2644,891,815,1,13,17.378,17378
2645,891,20,1,14,22.685,22685
2646,891,8,1,14,23.744,23744
2647,891,822,1,14,23.411,23411
2648,891,824,1,14,24.083,24083
2649,891,823,1,15,24.968,24968
2650,891,820,1,15,24.013,24013
2651,891,817,1,16,23.144,23144
2652,891,18,1,17,22.465,22465
2653,891,815,2,18,22.597,22597
2654,891,821,1,19,22.761,22761
2655,891,154,1,22,23.445,23445
2656,891,807,2,24,23.334,23334
2657,891,818,2,24,24.539,24539
2658,891,3,2,25,23.723,23723
2659,891,814,2,25,23.540,23540
2660,891,1,2,26,22.682,22682
2661,891,13,2,26,22.634,22634
2662,891,16,2,26,23.655,23655
2663,891,813,2,27,35.228,35228
2664,891,4,2,28,22.444,22444
2665,891,821,2,28,22.712,22712
2666,891,822,2,28,23.540,23540
2667,891,824,2,28,23.961,23961
2668,891,17,2,29,23.477,23477
2669,891,823,2,29,23.998,23998
2670,891,20,2,30,22.884,22884
2671,891,820,2,29,23.916,23916
2672,891,817,2,33,22.871,22871
2673,891,820,3,32,17.427,17427
2674,891,18,2,34,23.317,23317
2675,891,813,3,38,30.894,30894
2676,891,821,3,41,17.433,17433
2677,892,8,1,1,30.975,30975
2678,892,1,1,13,24.460,24460
2679,892,819,1,17,25.569,25569
2680,892,823,1,18,26.302,26302
2681,892,154,1,20,27.040,27040
2682,892,18,1,21,24.450,24450
2683,892,817,1,22,24.319,24319
2684,892,815,1,22,25.933,25933
2685,892,824,1,22,25.541,25541
2686,892,20,1,23,24.305,24305
2687,892,17,1,23,24.205,24205
2688,892,820,1,23,26.146,26146
2689,892,13,1,24,24.692,24692
2690,892,807,1,24,25.633,25633
2691,892,16,1,24,26.873,26873
2692,892,813,1,24,25.397,25397
2693,892,822,1,25,24.665,24665
2694,892,3,1,26,24.079,24079
2695,892,4,1,27,24.208,24208
2696,892,821,1,27,24.668,24668
2697,892,8,2,30,24.764,24764
2698,892,1,2,38,24.315,24315
2699,892,819,2,38,26.363,26363
2700,892,823,2,39,33.200,33200
2701,893,4,2,25,29.176,29176
2702,893,154,2,25,30.293,30293
2703,893,13,2,25,29.136,29136
